rating,date,variation,verified_reviews,feedback,lower_text,remove_punc,remove_emoji,tokenized_string,remove_stopword
5,29-Jul-18,Charcoal Fabric,It’s smaller than the original. Looks nicer too.,1,it’s smaller than the original. looks nicer too.,it’s smaller than the original looks nicer too,it’s smaller than the original looks nicer too,"['it', 's', 'smaller', 'than', 'the', 'original', 'looks', 'nicer', 'too']",it’s smaller original looks nicer
5,29-Jul-18,Heather Gray Fabric,Works great!,1,works great!,works great,works great,"['works', 'great']",works great
5,29-Jul-18,Charcoal Fabric,"My husband and I are what I would call &#34;late adopters&#34; when it come to technology, but we decide we would try and Echo to serve primarily as a music source.  Wow, were we amazed and the great sound!  We've also been having a great time listening to all of our favorite songs buy just asking Alexa.  I may even buy one for my elderly Dad - I think he will enjoy having one to listen to music or even place his calls to us!",1,"my husband and i are what i would call &#34;late adopters&#34; when it come to technology, but we decide we would try and echo to serve primarily as a music source.  wow, were we amazed and the great sound!  we've also been having a great time listening to all of our favorite songs buy just asking alexa.  i may even buy one for my elderly dad - i think he will enjoy having one to listen to music or even place his calls to us!",my husband and i are what i would call 34late adopters34 when it come to technology but we decide we would try and echo to serve primarily as a music source  wow were we amazed and the great sound  weve also been having a great time listening to all of our favorite songs buy just asking alexa  i may even buy one for my elderly dad  i think he will enjoy having one to listen to music or even place his calls to us,my husband and i are what i would call 34late adopters34 when it come to technology but we decide we would try and echo to serve primarily as a music source  wow were we amazed and the great sound  weve also been having a great time listening to all of our favorite songs buy just asking alexa  i may even buy one for my elderly dad  i think he will enjoy having one to listen to music or even place his calls to us,"['my', 'husband', 'and', 'i', 'are', 'what', 'i', 'would', 'call', '34late', 'adopters34', 'when', 'it', 'come', 'to', 'technology', 'but', 'we', 'decide', 'we', 'would', 'try', 'and', 'echo', 'to', 'serve', 'primarily', 'as', 'a', 'music', 'source', 'wow', 'were', 'we', 'amazed', 'and', 'the', 'great', 'sound', 'weve', 'also', 'been', 'having', 'a', 'great', 'time', 'listening', 'to', 'all', 'of', 'our', 'favorite', 'songs', 'buy', 'just', 'asking', 'alexa', 'i', 'may', 'even', 'buy', 'one', 'for', 'my', 'elderly', 'dad', 'i', 'think', 'he', 'will', 'enjoy', 'having', 'one', 'to', 'listen', 'to', 'music', 'or', 'even', 'place', 'his', 'calls', 'to', 'us']",husband would call 34late adopters34 come technology decide would try echo serve primarily music source wow amazed great sound weve also great time listening favorite songs buy asking alexa may even buy one elderly dad think enjoy one listen music even place calls us
5,29-Jul-18,Charcoal Fabric,"I really have enjoyed it.  Changing the Directv channels, plays iHeartRadio and Pandora , adjusts the ac thermostat and turns the living room lights and outside lights.",1,"i really have enjoyed it.  changing the directv channels, plays iheartradio and pandora , adjusts the ac thermostat and turns the living room lights and outside lights.",i really have enjoyed it  changing the directv channels plays iheartradio and pandora  adjusts the ac thermostat and turns the living room lights and outside lights,i really have enjoyed it  changing the directv channels plays iheartradio and pandora  adjusts the ac thermostat and turns the living room lights and outside lights,"['i', 'really', 'have', 'enjoyed', 'it', 'changing', 'the', 'directv', 'channels', 'plays', 'iheartradio', 'and', 'pandora', 'adjusts', 'the', 'ac', 'thermostat', 'and', 'turns', 'the', 'living', 'room', 'lights', 'and', 'outside', 'lights']",really enjoyed changing directv channels plays iheartradio pandora adjusts ac thermostat turns living room lights outside lights
5,29-Jul-18,Charcoal Fabric,I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.,1,i have been wanting one of these for a while now.  bought on prime day and absolutely love it.,i have been wanting one of these for a while now  bought on prime day and absolutely love it,i have been wanting one of these for a while now  bought on prime day and absolutely love it,"['i', 'have', 'been', 'wanting', 'one', 'of', 'these', 'for', 'a', 'while', 'now', 'bought', 'on', 'prime', 'day', 'and', 'absolutely', 'love', 'it']",wanting one bought prime day absolutely love
5,29-Jul-18,Charcoal Fabric,We are so glad that we got the Echo over a Bluetooth speaker. Alexa does so much more stuff than other non smart speakers out there. I personally love the timer feature. It has helped me with cooking multiple things simultaneously. Pandora integration is another feature that I use daily. So happy with out Prime Day purchase. I will get the Echo hub and a few more Echo dots in the future.,1,we are so glad that we got the echo over a bluetooth speaker. alexa does so much more stuff than other non smart speakers out there. i personally love the timer feature. it has helped me with cooking multiple things simultaneously. pandora integration is another feature that i use daily. so happy with out prime day purchase. i will get the echo hub and a few more echo dots in the future.,we are so glad that we got the echo over a bluetooth speaker alexa does so much more stuff than other non smart speakers out there i personally love the timer feature it has helped me with cooking multiple things simultaneously pandora integration is another feature that i use daily so happy with out prime day purchase i will get the echo hub and a few more echo dots in the future,we are so glad that we got the echo over a bluetooth speaker alexa does so much more stuff than other non smart speakers out there i personally love the timer feature it has helped me with cooking multiple things simultaneously pandora integration is another feature that i use daily so happy with out prime day purchase i will get the echo hub and a few more echo dots in the future,"['we', 'are', 'so', 'glad', 'that', 'we', 'got', 'the', 'echo', 'over', 'a', 'bluetooth', 'speaker', 'alexa', 'does', 'so', 'much', 'more', 'stuff', 'than', 'other', 'non', 'smart', 'speakers', 'out', 'there', 'i', 'personally', 'love', 'the', 'timer', 'feature', 'it', 'has', 'helped', 'me', 'with', 'cooking', 'multiple', 'things', 'simultaneously', 'pandora', 'integration', 'is', 'another', 'feature', 'that', 'i', 'use', 'daily', 'so', 'happy', 'with', 'out', 'prime', 'day', 'purchase', 'i', 'will', 'get', 'the', 'echo', 'hub', 'and', 'a', 'few', 'more', 'echo', 'dots', 'in', 'the', 'future']",glad got echo bluetooth speaker alexa much stuff non smart speakers personally love timer feature helped cooking multiple things simultaneously pandora integration another feature use daily happy prime day purchase get echo hub echo dots future
5,29-Jul-18,Charcoal Fabric,See subject line.  Love it,1,see subject line.  love it,see subject line  love it,see subject line  love it,"['see', 'subject', 'line', 'love', 'it']",see subject line love
5,29-Jul-18,Heather Gray Fabric,Love it!,1,love it!,love it,love it,"['love', 'it']",love
5,29-Jul-18,Heather Gray Fabric,Very easy setup.,1,very easy setup.,very easy setup,very easy setup,"['very', 'easy', 'setup']",easy setup
5,29-Jul-18,Heather Gray Fabric,"I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!",1,"i was hesitant to buy the echo because i have the echo dot and it seems good enough. the echo is the same except the sound quality, which i really didn't feel i needed. however, i am so glad i got it. what a difference! the sound really is far superior to the echo dot! now i can listen to the greatest showman with a little more power!",i was hesitant to buy the echo because i have the echo dot and it seems good enough the echo is the same except the sound quality which i really didnt feel i needed however i am so glad i got it what a difference the sound really is far superior to the echo dot now i can listen to the greatest showman with a little more power,i was hesitant to buy the echo because i have the echo dot and it seems good enough the echo is the same except the sound quality which i really didnt feel i needed however i am so glad i got it what a difference the sound really is far superior to the echo dot now i can listen to the greatest showman with a little more power,"['i', 'was', 'hesitant', 'to', 'buy', 'the', 'echo', 'because', 'i', 'have', 'the', 'echo', 'dot', 'and', 'it', 'seems', 'good', 'enough', 'the', 'echo', 'is', 'the', 'same', 'except', 'the', 'sound', 'quality', 'which', 'i', 'really', 'didnt', 'feel', 'i', 'needed', 'however', 'i', 'am', 'so', 'glad', 'i', 'got', 'it', 'what', 'a', 'difference', 'the', 'sound', 'really', 'is', 'far', 'superior', 'to', 'the', 'echo', 'dot', 'now', 'i', 'can', 'listen', 'to', 'the', 'greatest', 'showman', 'with', 'a', 'little', 'more', 'power']",hesitant buy echo echo dot seems good enough echo except sound quality really didnt feel needed however glad got difference sound really far superior echo dot listen greatest showman little power
